"genesysId","instCode","acceNumb","genus"
"295192","USA016","PI 585870","Sorghum"
"295193","USA016","PI 585938","Sorghum"
"295194","USA016","PI 585949","Sorghum"
"295195","USA016","PI 585953","Sorghum"
"295196","USA016","PI 585960","Sorghum"
"295197","USA016","PI 585999","Sorghum"
"295198","USA016","PI 586019","Sorghum"
"295199","USA016","PI 586041","Sorghum"
"295200","USA016","PI 586070","Sorghum"
"295201","USA016","PI 586109","Sorghum"
"295203","USA016","PI 586171","Sorghum"
"295204","USA016","PI 586179","Sorghum"
"295206","USA016","PI 586322","Sorghum"
"295207","USA016","PI 586334","Sorghum"
"295208","USA016","PI 586339","Sorghum"
"295209","USA016","PI 586351","Sorghum"
"295210","USA016","PI 586391","Sorghum"
"295211","USA016","PI 586478","Sorghum"
"295212","USA016","PI 586492","Sorghum"
"296421","USA016","PI 453866","Sorghum"
"296537","USA016","PI 457681","Sorghum"
"311073","USA016","PI 585347","Sorghum"
"311074","USA016","PI 585350","Sorghum"
"311075","USA016","PI 585372","Sorghum"
"311076","USA016","PI 585374","Sorghum"
"311077","USA016","PI 585435","Sorghum"
"311078","USA016","PI 585502","Sorghum"
"311079","USA016","PI 585510","Sorghum"
"311080","USA016","PI 585570","Sorghum"
"311081","USA016","PI 585665","Sorghum"
"311084","USA016","PI 585721","Sorghum"
"311085","USA016","PI 585731","Sorghum"
"311086","USA016","PI 585739","Sorghum"
"311087","USA016","PI 585788","Sorghum"
"311088","USA016","PI 585793","Sorghum"
"311089","USA016","PI 585802","Sorghum"
"311092","USA016","PI 585854","Sorghum"
"311094","USA016","PI 585916","Sorghum"
"311095","USA016","PI 585964","Sorghum"
"311096","USA016","PI 586034","Sorghum"
"311097","USA016","PI 586037","Sorghum"
"311099","USA016","PI 586044","Sorghum"
"311100","USA016","PI 586061","Sorghum"
"311102","USA016","PI 586105","Sorghum"
"311103","USA016","PI 586124","Sorghum"
"311104","USA016","PI 586159","Sorghum"
"311105","USA016","PI 586185","Sorghum"
"311106","USA016","PI 586186","Sorghum"
"311107","USA016","PI 586291","Sorghum"
"311108","USA016","PI 586292","Sorghum"
"311109","USA016","PI 586295","Sorghum"
"311110","USA016","PI 586300","Sorghum"
"311112","USA016","PI 586341","Sorghum"
"311113","USA016","PI 586350","Sorghum"
"311114","USA016","PI 586352","Sorghum"
"311115","USA016","PI 586366","Sorghum"
"311116","USA016","PI 586370","Sorghum"
"311117","USA016","PI 586374","Sorghum"
"311118","USA016","PI 586381","Sorghum"
"311119","USA016","PI 586384","Sorghum"
"311120","USA016","PI 586410","Sorghum"
"311121","USA016","PI 586423","Sorghum"
"311122","USA016","PI 586487","Sorghum"
"311123","USA016","PI 586493","Sorghum"
"311124","USA016","PI 586516","Sorghum"
"326845","USA016","PI 585314","Sorghum"
"326847","USA016","PI 585369","Sorghum"
"326848","USA016","PI 585399","Sorghum"
"326849","USA016","PI 585431","Sorghum"
"326850","USA016","PI 585469","Sorghum"
"326852","USA016","PI 585617","Sorghum"
"326855","USA016","PI 585707","Sorghum"
"326856","USA016","PI 585708","Sorghum"
"326857","USA016","PI 585733","Sorghum"
"326858","USA016","PI 585757","Sorghum"
"326861","USA016","PI 585841","Sorghum"
"326862","USA016","PI 585875","Sorghum"
"326863","USA016","PI 585950","Sorghum"
"326865","USA016","PI 585983","Sorghum"
"326866","USA016","PI 586045","Sorghum"
"326867","USA016","PI 586053","Sorghum"
"326868","USA016","PI 586057","Sorghum"
"326869","USA016","PI 586059","Sorghum"
"326870","USA016","PI 586064","Sorghum"
"326871","USA016","PI 586311","Sorghum"
"326872","USA016","PI 586346","Sorghum"
"326873","USA016","PI 586359","Sorghum"
"326874","USA016","PI 586383","Sorghum"
"326875","USA016","PI 586403","Sorghum"
"326876","USA016","PI 586450","Sorghum"
"328207","USA016","PI 457684","Sorghum"
"342718","USA016","PI 585345","Sorghum"
"342719","USA016","PI 585346","Sorghum"
"342720","USA016","PI 585359","Sorghum"
"342721","USA016","PI 585418","Sorghum"
"342723","USA016","PI 585439","Sorghum"
"342724","USA016","PI 585460","Sorghum"
"342725","USA016","PI 585475","Sorghum"
"342726","USA016","PI 585488","Sorghum"
"342728","USA016","PI 585520","Sorghum"
"342729","USA016","PI 585534","Sorghum"
"342730","USA016","PI 585565","Sorghum"
"342731","USA016","PI 585584","Sorghum"
"342732","USA016","PI 585609","Sorghum"
"342733","USA016","PI 585614","Sorghum"
"342734","USA016","PI 585633","Sorghum"
"342735","USA016","PI 585667","Sorghum"
"342737","USA016","PI 585716","Sorghum"
"342738","USA016","PI 585742","Sorghum"
"342739","USA016","PI 585765","Sorghum"
"342740","USA016","PI 585807","Sorghum"
"342742","USA016","PI 585874","Sorghum"
"342743","USA016","PI 585912","Sorghum"
"342744","USA016","PI 585931","Sorghum"
"342745","USA016","PI 585935","Sorghum"
"342746","USA016","PI 585963","Sorghum"
"342748","USA016","PI 586009","Sorghum"
"342749","USA016","PI 586011","Sorghum"
"342751","USA016","PI 586125","Sorghum"
"342753","USA016","PI 586165","Sorghum"
"342754","USA016","PI 586173","Sorghum"
"342755","USA016","PI 586176","Sorghum"
"342756","USA016","PI 586191","Sorghum"
"342757","USA016","PI 586206","Sorghum"
"342758","USA016","PI 586211","Sorghum"
"342759","USA016","PI 586235","Sorghum"
"342760","USA016","PI 586237","Sorghum"
"342762","USA016","PI 586261","Sorghum"
"342763","USA016","PI 586280","Sorghum"
"342764","USA016","PI 586326","Sorghum"
"342765","USA016","PI 586368","Sorghum"
"342766","USA016","PI 586401","Sorghum"
"342767","USA016","PI 586417","Sorghum"
"342768","USA016","PI 586466","Sorghum"
"342769","USA016","PI 586481","Sorghum"
"358529","USA016","PI 585307","Sorghum"
"358530","USA016","PI 585338","Sorghum"
"358531","USA016","PI 585410","Sorghum"
"358532","USA016","PI 585422","Sorghum"
"358533","USA016","PI 585438","Sorghum"
"358534","USA016","PI 585448","Sorghum"
"358535","USA016","PI 585470","Sorghum"
"358536","USA016","PI 585476","Sorghum"
"358537","USA016","PI 585507","Sorghum"
"358538","USA016","PI 585519","Sorghum"
"358540","USA016","PI 585560","Sorghum"
"358542","USA016","PI 585586","Sorghum"
"358543","USA016","PI 585595","Sorghum"
"358544","USA016","PI 585612","Sorghum"
"358545","USA016","PI 585641","Sorghum"
"358546","USA016","PI 585645","Sorghum"
"358547","USA016","PI 585762","Sorghum"
"358548","USA016","PI 585814","Sorghum"
"358549","USA016","PI 585831","Sorghum"
"358550","USA016","PI 585850","Sorghum"
"358553","USA016","PI 585907","Sorghum"
"358555","USA016","PI 585951","Sorghum"
"358556","USA016","PI 585962","Sorghum"
"358557","USA016","PI 586028","Sorghum"
"358558","USA016","PI 586032","Sorghum"
"358559","USA016","PI 586092","Sorghum"
"358561","USA016","PI 586140","Sorghum"
"358562","USA016","PI 586150","Sorghum"
"358563","USA016","PI 586183","Sorghum"
"358564","USA016","PI 586227","Sorghum"
"358566","USA016","PI 586266","Sorghum"
"358567","USA016","PI 586270","Sorghum"
"358568","USA016","PI 586294","Sorghum"
"358569","USA016","PI 586338","Sorghum"
"358570","USA016","PI 586340","Sorghum"
"358571","USA016","PI 586345","Sorghum"
"358572","USA016","PI 586361","Sorghum"
"358573","USA016","PI 586500","Sorghum"
"358574","USA016","PI 586515","Sorghum"
"374355","USA016","PI 585298","Sorghum"
"374356","USA016","PI 585326","Sorghum"
"374357","USA016","PI 585416","Sorghum"
"374359","USA016","PI 585530","Sorghum"
"374360","USA016","PI 585541","Sorghum"
"374361","USA016","PI 585552","Sorghum"
"374362","USA016","PI 585712","Sorghum"
"374364","USA016","PI 585824","Sorghum"
"374365","USA016","PI 585828","Sorghum"
"374366","USA016","PI 585829","Sorghum"
"374367","USA016","PI 585830","Sorghum"
"374368","USA016","PI 585838","Sorghum"
"374370","USA016","PI 585914","Sorghum"
"374371","USA016","PI 585920","Sorghum"
"374372","USA016","PI 585922","Sorghum"
"374373","USA016","PI 585923","Sorghum"
"374374","USA016","PI 585940","Sorghum"
"374375","USA016","PI 585944","Sorghum"
"374376","USA016","PI 585965","Sorghum"
"374377","USA016","PI 585982","Sorghum"
"374378","USA016","PI 586035","Sorghum"
"374379","USA016","PI 586065","Sorghum"
"374380","USA016","PI 586123","Sorghum"
"374381","USA016","PI 586130","Sorghum"
"374382","USA016","PI 586153","Sorghum"
"374383","USA016","PI 586218","Sorghum"
"374384","USA016","PI 586277","Sorghum"
"374385","USA016","PI 586327","Sorghum"
"374386","USA016","PI 586397","Sorghum"
"374387","USA016","PI 586498","Sorghum"
"375574","USA016","PI 453821","Sorghum"
"390324","USA016","PI 585405","Sorghum"
"390325","USA016","PI 585409","Sorghum"
"390326","USA016","PI 585430","Sorghum"
"390328","USA016","PI 585511","Sorghum"
"390329","USA016","PI 585521","Sorghum"
"390330","USA016","PI 585563","Sorghum"
"390331","USA016","PI 585567","Sorghum"
"390332","USA016","PI 585573","Sorghum"
"390333","USA016","PI 585585","Sorghum"
"390334","USA016","PI 585592","Sorghum"
"390335","USA016","PI 585626","Sorghum"
"390336","USA016","PI 585671","Sorghum"
"390337","USA016","PI 585691","Sorghum"
"390339","USA016","PI 585729","Sorghum"
"390340","USA016","PI 585730","Sorghum"
"390341","USA016","PI 585746","Sorghum"
"390342","USA016","PI 585787","Sorghum"
"390343","USA016","PI 585801","Sorghum"
"390344","USA016","PI 585820","Sorghum"
"390345","USA016","PI 585844","Sorghum"
"390347","USA016","PI 585864","Sorghum"
"390349","USA016","PI 585925","Sorghum"
"390350","USA016","PI 585926","Sorghum"
"390351","USA016","PI 585954","Sorghum"
"390352","USA016","PI 585968","Sorghum"
"390353","USA016","PI 586008","Sorghum"
"390354","USA016","PI 586033","Sorghum"
"390355","USA016","PI 586063","Sorghum"
"390357","USA016","PI 586091","Sorghum"
"390358","USA016","PI 586094","Sorghum"
"390359","USA016","PI 586120","Sorghum"
"390360","USA016","PI 586129","Sorghum"
"390361","USA016","PI 586138","Sorghum"
"390363","USA016","PI 586201","Sorghum"
"390364","USA016","PI 586204","Sorghum"
"390365","USA016","PI 586230","Sorghum"
"390366","USA016","PI 586241","Sorghum"
"390367","USA016","PI 586247","Sorghum"
"390368","USA016","PI 586255","Sorghum"
"390369","USA016","PI 586258","Sorghum"
"390370","USA016","PI 586282","Sorghum"
"390371","USA016","PI 586332","Sorghum"
"390372","USA016","PI 586333","Sorghum"
"390373","USA016","PI 586404","Sorghum"
"390374","USA016","PI 586427","Sorghum"
"390375","USA016","PI 586438","Sorghum"
"390376","USA016","PI 586449","Sorghum"
"390377","USA016","PI 586468","Sorghum"
"390378","USA016","PI 586520","Sorghum"
"390379","USA016","PI 586524","Sorghum"
"406286","USA016","PI 585337","Sorghum"
"406288","USA016","PI 585395","Sorghum"
"406289","USA016","PI 585407","Sorghum"
"406290","USA016","PI 585423","Sorghum"
"406291","USA016","PI 585504","Sorghum"
"406292","USA016","PI 585508","Sorghum"
"406293","USA016","PI 585539","Sorghum"
"406295","USA016","PI 585569","Sorghum"
"406296","USA016","PI 585615","Sorghum"
"406297","USA016","PI 585685","Sorghum"
"406301","USA016","PI 585763","Sorghum"
"406302","USA016","PI 585796","Sorghum"
"406303","USA016","PI 585810","Sorghum"
"406306","USA016","PI 585958","Sorghum"
"406307","USA016","PI 585959","Sorghum"
"406308","USA016","PI 585972","Sorghum"
"406309","USA016","PI 585997","Sorghum"
"406310","USA016","PI 586005","Sorghum"
"406311","USA016","PI 586052","Sorghum"
"406313","USA016","PI 586078","Sorghum"
"406314","USA016","PI 586093","Sorghum"
"406316","USA016","PI 586112","Sorghum"
"406318","USA016","PI 586309","Sorghum"
"406319","USA016","PI 586314","Sorghum"
"406321","USA016","PI 586358","Sorghum"
"406322","USA016","PI 586380","Sorghum"
"406323","USA016","PI 586511","Sorghum"
"407613","USA016","PI 457308","Sorghum"
"422275","USA016","PI 585308","Sorghum"
"422278","USA016","PI 585380","Sorghum"
"422279","USA016","PI 585414","Sorghum"
"422280","USA016","PI 585501","Sorghum"
"422282","USA016","PI 585578","Sorghum"
"422284","USA016","PI 585694","Sorghum"
"422286","USA016","PI 585741","Sorghum"
"422289","USA016","PI 585781","Sorghum"
"422290","USA016","PI 585789","Sorghum"
"422291","USA016","PI 585805","Sorghum"
"422292","USA016","PI 585812","Sorghum"
"422293","USA016","PI 585815","Sorghum"
"422294","USA016","PI 585832","Sorghum"
"422295","USA016","PI 585860","Sorghum"
"422296","USA016","PI 585883","Sorghum"
"422297","USA016","PI 585894","Sorghum"
"422298","USA016","PI 585910","Sorghum"
"422299","USA016","PI 585929","Sorghum"
"422301","USA016","PI 586012","Sorghum"
"422302","USA016","PI 586016","Sorghum"
"422303","USA016","PI 586038","Sorghum"
"422305","USA016","PI 586067","Sorghum"
"422306","USA016","PI 586145","Sorghum"
"422307","USA016","PI 586148","Sorghum"
"422308","USA016","PI 586170","Sorghum"
"422309","USA016","PI 586175","Sorghum"
"422310","USA016","PI 586177","Sorghum"
"422311","USA016","PI 586192","Sorghum"
"422312","USA016","PI 586240","Sorghum"
"422314","USA016","PI 586263","Sorghum"
"422315","USA016","PI 586269","Sorghum"
"422316","USA016","PI 586310","Sorghum"
"422317","USA016","PI 586386","Sorghum"
"422318","USA016","PI 586402","Sorghum"
"422319","USA016","PI 586406","Sorghum"
"422320","USA016","PI 586419","Sorghum"
"422321","USA016","PI 586465","Sorghum"
"422322","USA016","PI 586476","Sorghum"
"422323","USA016","PI 586502","Sorghum"
"438169","USA016","PI 585313","Sorghum"
"438170","USA016","PI 585322","Sorghum"
"438171","USA016","PI 585365","Sorghum"
"438172","USA016","PI 585393","Sorghum"
"438174","USA016","PI 585490","Sorghum"
"438175","USA016","PI 585589","Sorghum"
"438177","USA016","PI 585610","Sorghum"
"438178","USA016","PI 585640","Sorghum"
"438179","USA016","PI 585649","Sorghum"
"438180","USA016","PI 585650","Sorghum"
"438182","USA016","PI 585806","Sorghum"
"438183","USA016","PI 585808","Sorghum"
"438185","USA016","PI 585905","Sorghum"
"438186","USA016","PI 585908","Sorghum"
"438187","USA016","PI 585936","Sorghum"
"438188","USA016","PI 585994","Sorghum"
"438189","USA016","PI 586128","Sorghum"
"438190","USA016","PI 586166","Sorghum"
"438191","USA016","PI 586168","Sorghum"
"438192","USA016","PI 586212","Sorghum"
"438193","USA016","PI 586224","Sorghum"
"438194","USA016","PI 586242","Sorghum"
"438195","USA016","PI 586243","Sorghum"
"438196","USA016","PI 586268","Sorghum"
"438197","USA016","PI 586276","Sorghum"
"438198","USA016","PI 586281","Sorghum"
"438199","USA016","PI 586284","Sorghum"
"438200","USA016","PI 586288","Sorghum"
"438201","USA016","PI 586319","Sorghum"
"438202","USA016","PI 586320","Sorghum"
"438203","USA016","PI 586321","Sorghum"
"438204","USA016","PI 586329","Sorghum"
"438205","USA016","PI 586349","Sorghum"
"438207","USA016","PI 586408","Sorghum"
"438208","USA016","PI 586418","Sorghum"
"438210","USA016","PI 586446","Sorghum"
"438211","USA016","PI 586462","Sorghum"
"438212","USA016","PI 586479","Sorghum"
"439431","USA016","PI 454120","Sorghum"
"439452","USA016","PI 454816","Sorghum"
"439459","USA016","PI 454961","Sorghum"
"453970","USA016","PI 585333","Sorghum"
"453971","USA016","PI 585340","Sorghum"
"453972","USA016","PI 585378","Sorghum"
"453973","USA016","PI 585386","Sorghum"
"453974","USA016","PI 585425","Sorghum"
"453975","USA016","PI 585436","Sorghum"
"453976","USA016","PI 585444","Sorghum"
"453977","USA016","PI 585456","Sorghum"
"453978","USA016","PI 585531","Sorghum"
"453980","USA016","PI 585597","Sorghum"
"453981","USA016","PI 585599","Sorghum"
"453982","USA016","PI 585656","Sorghum"
"453984","USA016","PI 585770","Sorghum"
"453985","USA016","PI 585817","Sorghum"
"453986","USA016","PI 585825","Sorghum"
"453987","USA016","PI 585884","Sorghum"
"453989","USA016","PI 585918","Sorghum"
"453991","USA016","PI 585978","Sorghum"
"453993","USA016","PI 586025","Sorghum"
"453994","USA016","PI 586049","Sorghum"
"453995","USA016","PI 586068","Sorghum"
"453996","USA016","PI 586108","Sorghum"
"453997","USA016","PI 586117","Sorghum"
"453998","USA016","PI 586134","Sorghum"
"454000","USA016","PI 586193","Sorghum"
"454001","USA016","PI 586202","Sorghum"
"454002","USA016","PI 586233","Sorghum"
"454003","USA016","PI 586312","Sorghum"
"454004","USA016","PI 586328","Sorghum"
"454005","USA016","PI 586342","Sorghum"
"454006","USA016","PI 586348","Sorghum"
"454007","USA016","PI 586362","Sorghum"
"454009","USA016","PI 586460","Sorghum"
"454010","USA016","PI 586497","Sorghum"
"469711","USA016","PI 585303","Sorghum"
"469712","USA016","PI 585319","Sorghum"
"469713","USA016","PI 585325","Sorghum"
"469714","USA016","PI 585362","Sorghum"
"469717","USA016","PI 585497","Sorghum"
"469718","USA016","PI 585499","Sorghum"
"469719","USA016","PI 585545","Sorghum"
"469720","USA016","PI 585555","Sorghum"
"469721","USA016","PI 585590","Sorghum"
"469722","USA016","PI 585625","Sorghum"
"469724","USA016","PI 585686","Sorghum"
"469727","USA016","PI 585822","Sorghum"
"469728","USA016","PI 585826","Sorghum"
"469729","USA016","PI 585847","Sorghum"
"469730","USA016","PI 585857","Sorghum"
"469731","USA016","PI 585861","Sorghum"
"469732","USA016","PI 585872","Sorghum"
"469739","USA016","PI 586050","Sorghum"
"469741","USA016","PI 586100","Sorghum"
"469743","USA016","PI 586113","Sorghum"
"469744","USA016","PI 586122","Sorghum"
"469745","USA016","PI 586158","Sorghum"
"469746","USA016","PI 586161","Sorghum"
"469747","USA016","PI 586189","Sorghum"
"469748","USA016","PI 586244","Sorghum"
"469749","USA016","PI 586337","Sorghum"
"469750","USA016","PI 586363","Sorghum"
"469751","USA016","PI 586393","Sorghum"
"469752","USA016","PI 586422","Sorghum"
"469753","USA016","PI 586437","Sorghum"
"469754","USA016","PI 586445","Sorghum"
"469755","USA016","PI 586451","Sorghum"
"485824","USA016","PI 585355","Sorghum"
"485825","USA016","PI 585381","Sorghum"
"485826","USA016","PI 585382","Sorghum"
"485827","USA016","PI 585387","Sorghum"
"485828","USA016","PI 585389","Sorghum"
"485829","USA016","PI 585398","Sorghum"
"485830","USA016","PI 585450","Sorghum"
"485831","USA016","PI 585467","Sorghum"
"485832","USA016","PI 585468","Sorghum"
"485833","USA016","PI 585471","Sorghum"
"485834","USA016","PI 585517","Sorghum"
"485837","USA016","PI 585676","Sorghum"
"485838","USA016","PI 585778","Sorghum"
"485839","USA016","PI 585852","Sorghum"
"485840","USA016","PI 585858","Sorghum"
"485841","USA016","PI 585898","Sorghum"
"485842","USA016","PI 585903","Sorghum"
"485843","USA016","PI 585911","Sorghum"
"485844","USA016","PI 585967","Sorghum"
"485846","USA016","PI 585977","Sorghum"
"485848","USA016","PI 586066","Sorghum"
"485850","USA016","PI 586096","Sorghum"
"485851","USA016","PI 586103","Sorghum"
"485852","USA016","PI 586167","Sorghum"
"485854","USA016","PI 586210","Sorghum"
"485855","USA016","PI 586232","Sorghum"
"485857","USA016","PI 586315","Sorghum"
"485858","USA016","PI 586367","Sorghum"
"485859","USA016","PI 586375","Sorghum"
"485860","USA016","PI 586387","Sorghum"
"485861","USA016","PI 586420","Sorghum"
"485862","USA016","PI 586431","Sorghum"
"485863","USA016","PI 586491","Sorghum"
"501787","USA016","PI 585312","Sorghum"
"501789","USA016","PI 585429","Sorghum"
"501790","USA016","PI 585441","Sorghum"
"501791","USA016","PI 585445","Sorghum"
"501792","USA016","PI 585446","Sorghum"
"501793","USA016","PI 585459","Sorghum"
"501794","USA016","PI 585461","Sorghum"
"501795","USA016","PI 585518","Sorghum"
"501796","USA016","PI 585529","Sorghum"
"501797","USA016","PI 585542","Sorghum"
"501798","USA016","PI 585554","Sorghum"
"501799","USA016","PI 585606","Sorghum"
"501800","USA016","PI 585638","Sorghum"
"501801","USA016","PI 585700","Sorghum"
"501803","USA016","PI 585775","Sorghum"
"501806","USA016","PI 585948","Sorghum"
"501808","USA016","PI 585986","Sorghum"
"501809","USA016","PI 586048","Sorghum"
"501810","USA016","PI 586054","Sorghum"
"501811","USA016","PI 586075","Sorghum"
"501812","USA016","PI 586077","Sorghum"
"501814","USA016","PI 586178","Sorghum"
"501815","USA016","PI 586200","Sorghum"
"501816","USA016","PI 586205","Sorghum"
"501817","USA016","PI 586249","Sorghum"
"501820","USA016","PI 586272","Sorghum"
"501821","USA016","PI 586278","Sorghum"
"501823","USA016","PI 586325","Sorghum"
"501824","USA016","PI 586412","Sorghum"
"501825","USA016","PI 586424","Sorghum"
"501826","USA016","PI 586454","Sorghum"
"501827","USA016","PI 586509","Sorghum"
