"genesysId","instCode","acceNumb","genus"
"120785","USA016","PI 257309","Sorghum"
"120786","USA016","PI 257324","Sorghum"
"120806","USA016","PI 267120","Sorghum"
"120809","USA016","PI 267489","Sorghum"
"120891","USA016","PI 291067","Sorghum"
"120906","USA016","PI 302131","Sorghum"
"120921","USA016","PI 305084","Sorghum"
"120937","USA016","PI 308301","Sorghum"
"120943","USA016","PI 308377","Sorghum"
"120945","USA016","PI 308442","Sorghum"
"120946","USA016","PI 308482","Sorghum"
"120975","USA016","PI 326290","Sorghum"
"121433","USA016","PI 474979","Sorghum"
"121436","USA016","PI 475077","Sorghum"
"121527","USA016","PI 499298","Sorghum"
"121560","USA016","PI 508112","Sorghum"
"121703","USA016","PI 526625","Sorghum"
"121713","USA016","PI 527052","Sorghum"
"121801","USA016","PI 533607","Sorghum"
"121803","USA016","PI 533758","Sorghum"
"121807","USA016","PI 533824","Sorghum"
"121808","USA016","PI 533840","Sorghum"
"121810","USA016","PI 533916","Sorghum"
"121811","USA016","PI 533954","Sorghum"
"121812","USA016","PI 533960","Sorghum"
"121813","USA016","PI 533961","Sorghum"
"121814","USA016","PI 534026","Sorghum"
"121815","USA016","PI 534039","Sorghum"
"121816","USA016","PI 534056","Sorghum"
"121818","USA016","PI 534137","Sorghum"
"121819","USA016","PI 534152","Sorghum"
"121822","USA016","PI 535804","Sorghum"
"121857","USA016","PI 542743","Sorghum"
"121858","USA016","PI 542751","Sorghum"
"121859","USA016","PI 542765","Sorghum"
"121865","USA016","PI 543253","Sorghum"
"121879","USA016","PI 547991","Sorghum"
"121880","USA016","PI 548034","Sorghum"
"121886","USA016","PI 550587","Sorghum"
"121887","USA016","PI 550660","Sorghum"
"121891","USA016","PI 550831","Sorghum"
"121893","USA016","PI 550853","Sorghum"
"121913","USA016","PI 560479","Sorghum"
"121936","USA016","PI 563192","Sorghum"
"121939","USA016","PI 563238","Sorghum"
"121946","USA016","PI 563412","Sorghum"
"121947","USA016","PI 563449","Sorghum"
"121949","USA016","PI 563521","Sorghum"
"121951","USA016","PI 563550","Sorghum"
"121952","USA016","PI 563552","Sorghum"
"121954","USA016","PI 563617","Sorghum"
"121955","USA016","PI 563633","Sorghum"
"121956","USA016","PI 563662","Sorghum"
"121957","USA016","PI 563743","Sorghum"
"121958","USA016","PI 563752","Sorghum"
"121959","USA016","PI 563756","Sorghum"
"121960","USA016","PI 563765","Sorghum"
"121962","USA016","PI 563788","Sorghum"
"121963","USA016","PI 563831","Sorghum"
"121973","USA016","PI 567943","Sorghum"
"121974","USA016","PI 567964","Sorghum"
"122076","USA016","PI 573256","Sorghum"
"122095","USA016","PI 576127","Sorghum"
"122272","USA016","PI 599735","Sorghum"
"122273","USA016","PI 599728","Sorghum"
"122275","USA016","PI 599821","Sorghum"
"122277","USA016","PI 599876","Sorghum"
"122278","USA016","PI 599917","Sorghum"
"122279","USA016","PI 599971","Sorghum"
"122280","USA016","PI 599973","Sorghum"
"122282","USA016","PI 601919","Sorghum"
"122283","USA016","PI 599853","Sorghum"
"122289","USA016","PI 602756","Sorghum"
"122290","USA016","PI 602796","Sorghum"
"135892","USA016","PI 643113","Sorghum"
"135991","USA016","Grif 7269","Sorghum"
"135992","USA016","PI 585329","Sorghum"
"136018","USA016","PI 586095","Sorghum"
"136027","USA016","PI 586434","Sorghum"
"136028","USA016","PI 586464","Sorghum"
"136541","USA016","PI 167264","Sorghum"
"136576","USA016","PI 177550","Sorghum"
"136713","USA016","PI 229862","Sorghum"
"136724","USA016","PI 236285","Sorghum"
"136756","USA016","PI 248270","Sorghum"
"136785","USA016","PI 257326","Sorghum"
"136810","USA016","PI 267525","Sorghum"
"136826","USA016","PI 271619","Sorghum"
"136870","USA016","PI 284973","Sorghum"
"136878","USA016","PI 287699","Sorghum"
"136898","USA016","PI 291383","Sorghum"
"136909","USA016","PI 295120","Sorghum"
"136946","USA016","PI 308493","Sorghum"
"137415","USA016","PI 475055","Sorghum"
"137417","USA016","PI 475162","Sorghum"
"137421","USA016","PI 475216","Sorghum"
"137424","USA016","PI 475287","Sorghum"
"137425","USA016","PI 475356","Sorghum"
"137453","USA016","PI 482771","Sorghum"
"137464","USA016","PI 485794","Sorghum"
"137465","USA016","PI 485843","Sorghum"
"137583","USA016","PI 508246","Sorghum"
"137588","USA016","PI 510688","Sorghum"
"137590","USA016","PI 510909","Sorghum"
"137591","USA016","PI 510912","Sorghum"
"137592","USA016","PI 510922","Sorghum"
"137593","USA016","PI 510938","Sorghum"
"137727","USA016","PI 526756","Sorghum"
"137813","USA016","PI 532184","Sorghum"
"137815","USA016","PI 532887","Sorghum"
"137824","USA016","PI 533817","Sorghum"
"137826","USA016","PI 533898","Sorghum"
"137827","USA016","PI 533937","Sorghum"
"137831","USA016","PI 533997","Sorghum"
"137832","USA016","PI 534061","Sorghum"
"137838","USA016","PI 535803","Sorghum"
"137882","USA016","PI 540823","Sorghum"
"137887","USA016","PI 542727","Sorghum"
"137892","USA016","PI 542988","Sorghum"
"137896","USA016","PI 543169","Sorghum"
"137904","USA016","PI 547917","Sorghum"
"137905","USA016","PI 547956","Sorghum"
"137906","USA016","PI 548014","Sorghum"
"137910","USA016","PI 550615","Sorghum"
"137911","USA016","PI 550665","Sorghum"
"137912","USA016","PI 550677","Sorghum"
"137913","USA016","PI 550852","Sorghum"
"137936","USA016","PI 560402","Sorghum"
"137971","USA016","PI 563243","Sorghum"
"137977","USA016","PI 563387","Sorghum"
"137978","USA016","PI 563398","Sorghum"
"137980","USA016","PI 563485","Sorghum"
"137982","USA016","PI 563562","Sorghum"
"137983","USA016","PI 563620","Sorghum"
"137985","USA016","PI 563685","Sorghum"
"137986","USA016","PI 563686","Sorghum"
"137987","USA016","PI 563706","Sorghum"
"137989","USA016","PI 563739","Sorghum"
"137991","USA016","PI 563787","Sorghum"
"137992","USA016","PI 563814","Sorghum"
"137993","USA016","PI 563833","Sorghum"
"138002","USA016","PI 565171","Sorghum"
"138005","USA016","PI 567934","Sorghum"
"138145","USA016","PI 586558","Sorghum"
"138159","USA016","PI 592505","Sorghum"
"138296","USA016","PI 599906","Sorghum"
"138297","USA016","PI 599964","Sorghum"
"138304","USA016","PI 601837","Sorghum"
"138305","USA016","PI 601853","Sorghum"
"138306","USA016","PI 601893","Sorghum"
"138307","USA016","PI 601928","Sorghum"
"138313","USA016","PI 602681","Sorghum"
"138314","USA016","PI 602738","Sorghum"
"138315","USA016","PI 602741","Sorghum"
"138316","USA016","PI 602815","Sorghum"
"138317","USA016","PI 602834","Sorghum"
"151989","USA016","PI 643102","Sorghum"
"151991","USA016","Grif 600","Sorghum"
"151992","USA016","Grif 609","Sorghum"
"152075","USA016","Grif 7270","Sorghum"
"152077","USA016","PI 585301","Sorghum"
"152078","USA016","PI 585305","Sorghum"
"152079","USA016","PI 585310","Sorghum"
"152081","USA016","PI 585342","Sorghum"
"152082","USA016","PI 585370","Sorghum"
"152123","USA016","PI 586455","Sorghum"
"152234","USA016","PI 32707","Sorghum"
"152270","USA016","PI 51609","Sorghum"
"152484","USA016","PI 92267","Sorghum"
"152625","USA016","PI 170786","Sorghum"
"152639","USA016","PI 177078","Sorghum"
"152642","USA016","PI 179051","Sorghum"
"152655","USA016","PI 181079","Sorghum"
"152768","USA016","PI 229876","Sorghum"
"152810","USA016","PI 248327","Sorghum"
"152814","USA016","PI 250234","Sorghum"
"152827","USA016","PI 253640","Sorghum"
"152846","USA016","PI 267122","Sorghum"
"152847","USA016","PI 267392","Sorghum"
"152853","USA016","PI 267520","Sorghum"
"152919","USA016","PI 287561","Sorghum"
"152923","USA016","PI 287694","Sorghum"
"152951","USA016","PI 297156","Sorghum"
"152984","USA016","PI 308213","Sorghum"
"152985","USA016","PI 308234","Sorghum"
"152991","USA016","PI 308376","Sorghum"
"153142","USA016","PI 391650","Sorghum"
"153177","USA016","PI 430462","Sorghum"
"153461","USA016","PI 475285","Sorghum"
"153522","USA016","PI 495008","Sorghum"
"153570","USA016","PI 501595","Sorghum"
"153604","USA016","PI 510905","Sorghum"
"153607","USA016","PI 511002","Sorghum"
"153608","USA016","PI 511009","Sorghum"
"153745","USA016","PI 526628","Sorghum"
"153747","USA016","PI 526648","Sorghum"
"153757","USA016","PI 526798","Sorghum"
"153767","USA016","PI 527053","Sorghum"
"153770","USA016","PI 527177","Sorghum"
"153857","USA016","PI 533754","Sorghum"
"153860","USA016","PI 533830","Sorghum"
"153861","USA016","PI 533890","Sorghum"
"153862","USA016","PI 533935","Sorghum"
"153906","USA016","PI 540796","Sorghum"
"153908","USA016","PI 540820","Sorghum"
"153910","USA016","PI 542740","Sorghum"
"153911","USA016","PI 542760","Sorghum"
"153912","USA016","PI 542761","Sorghum"
"153928","USA016","PI 547961","Sorghum"
"153930","USA016","PI 550673","Sorghum"
"153931","USA016","PI 550809","Sorghum"
"153932","USA016","PI 550841","Sorghum"
"153933","USA016","PI 550855","Sorghum"
"153952","USA016","PI 560481","Sorghum"
"153977","USA016","PI 563068","Sorghum"
"153982","USA016","PI 563253","Sorghum"
"153983","USA016","PI 563267","Sorghum"
"153988","USA016","PI 563376","Sorghum"
"153989","USA016","PI 563422","Sorghum"
"153992","USA016","PI 563448","Sorghum"
"153994","USA016","PI 563556","Sorghum"
"153995","USA016","PI 563590","Sorghum"
"153997","USA016","PI 563616","Sorghum"
"153998","USA016","PI 563648","Sorghum"
"154002","USA016","PI 563674","Sorghum"
"154003","USA016","PI 563692","Sorghum"
"154004","USA016","PI 563746","Sorghum"
"154005","USA016","PI 563764","Sorghum"
"154006","USA016","PI 563802","Sorghum"
"154171","USA016","PI 586547","Sorghum"
"154184","USA016","PI 592506","Sorghum"
"154293","USA016","PI 599819","Sorghum"
"154294","USA016","PI 599832","Sorghum"
"154295","USA016","PI 599860","Sorghum"
"154296","USA016","PI 599886","Sorghum"
"154297","USA016","PI 599914","Sorghum"
"154298","USA016","PI 599926","Sorghum"
"154305","USA016","PI 601874","Sorghum"
"154306","USA016","PI 601878","Sorghum"
"154307","USA016","PI 601897","Sorghum"
"154310","USA016","PI 602018","Sorghum"
"154313","USA016","PI 602686","Sorghum"
"154314","USA016","PI 602712","Sorghum"
"154315","USA016","PI 602742","Sorghum"
"154316","USA016","PI 602750","Sorghum"
"154317","USA016","PI 602811","Sorghum"
"154318","USA016","PI 602839","Sorghum"
"167816","USA016","Grif 574","Sorghum"
"167819","USA016","Grif 621","Sorghum"
"167901","USA016","PI 585327","Sorghum"
"167902","USA016","PI 585344","Sorghum"
"167907","USA016","PI 585566","Sorghum"
"167934","USA016","PI 586472","Sorghum"
"167937","USA016","PI 586507","Sorghum"
"167938","USA016","PI 586523","Sorghum"
"167939","USA016","PI 586533","Sorghum"
"167967","USA016","PI 19749","Sorghum"
"168436","USA016","PI 164903","Sorghum"
"168461","USA016","PI 173116","Sorghum"
"168574","USA016","PI 204919","Sorghum"
"168633","USA016","PI 236278","Sorghum"
"168653","USA016","PI 246592","Sorghum"
"168698","USA016","PI 267115","Sorghum"
"168769","USA016","PI 287663","Sorghum"
"168824","USA016","PI 308260","Sorghum"
"168827","USA016","PI 308295","Sorghum"
"168831","USA016","PI 308387","Sorghum"
"168834","USA016","PI 308468","Sorghum"
"168848","USA016","PI 314743","Sorghum"
"168874","USA016","PI 326297","Sorghum"
"168915","USA016","PI 330794","Sorghum"
"169226","USA016","PI 462054","Sorghum"
"169344","USA016","PI 475064","Sorghum"
"169349","USA016","PI 475159","Sorghum"
"169352","USA016","PI 475257","Sorghum"
"169357","USA016","PI 475333","Sorghum"
"169389","USA016","PI 482632","Sorghum"
"169475","USA016","PI 501600","Sorghum"
"169513","USA016","PI 508114","Sorghum"
"169527","USA016","PI 511016","Sorghum"
"169554","USA016","PI 513713","Sorghum"
"169621","USA016","PI 521820","Sorghum"
"169679","USA016","PI 526997","Sorghum"
"169767","USA016","PI 532884","Sorghum"
"169773","USA016","PI 533790","Sorghum"
"169775","USA016","PI 533848","Sorghum"
"169776","USA016","PI 533851","Sorghum"
"169778","USA016","PI 533902","Sorghum"
"169782","USA016","PI 534018","Sorghum"
"169784","USA016","PI 534063","Sorghum"
"169786","USA016","PI 534127","Sorghum"
"169787","USA016","PI 534157","Sorghum"
"169811","USA016","PI 538360","Sorghum"
"169812","USA016","PI 538363","Sorghum"
"169827","USA016","PI 540818","Sorghum"
"169832","USA016","PI 542736","Sorghum"
"169835","USA016","PI 542991","Sorghum"
"169840","USA016","PI 543258","Sorghum"
"169846","USA016","PI 545586","Sorghum"
"169853","USA016","PI 547974","Sorghum"
"169858","USA016","PI 550616","Sorghum"
"169859","USA016","PI 550630","Sorghum"
"169860","USA016","PI 550803","Sorghum"
"169861","USA016","PI 550820","Sorghum"
"169887","USA016","PI 560373","Sorghum"
"169890","USA016","PI 560406","Sorghum"
"169895","USA016","PI 560482","Sorghum"
"169918","USA016","PI 562748","Sorghum"
"169922","USA016","PI 562916","Sorghum"
"169939","USA016","PI 563277","Sorghum"
"169944","USA016","PI 563386","Sorghum"
"169945","USA016","PI 563414","Sorghum"
"169946","USA016","PI 563528","Sorghum"
"169947","USA016","PI 563554","Sorghum"
"169948","USA016","PI 563578","Sorghum"
"169949","USA016","PI 563619","Sorghum"
"169950","USA016","PI 563628","Sorghum"
"169951","USA016","PI 563632","Sorghum"
"169952","USA016","PI 563667","Sorghum"
"169953","USA016","PI 563693","Sorghum"
"169954","USA016","PI 563710","Sorghum"
"169955","USA016","PI 563747","Sorghum"
"169956","USA016","PI 563821","Sorghum"
"169963","USA016","PI 565144","Sorghum"
"169964","USA016","PI 567936","Sorghum"
"169965","USA016","PI 567944","Sorghum"
"169970","USA016","PI 568038","Sorghum"
"170070","USA016","PI 573273","Sorghum"
"170117","USA016","PI 586561","Sorghum"
"170264","USA016","PI 599715","Sorghum"
"170279","USA016","PI 599816","Sorghum"
"170280","USA016","PI 599837","Sorghum"
"170281","USA016","PI 599852","Sorghum"
"170283","USA016","PI 599903","Sorghum"
"170289","USA016","PI 601835","Sorghum"
"170290","USA016","PI 601844","Sorghum"
"170291","USA016","PI 601889","Sorghum"
"170294","USA016","PI 602669","Sorghum"
"170295","USA016","PI 602672","Sorghum"
"170296","USA016","PI 602685","Sorghum"
"170297","USA016","PI 602723","Sorghum"
"170298","USA016","PI 602743","Sorghum"
"170299","USA016","PI 602745","Sorghum"
"170300","USA016","PI 602772","Sorghum"
"183771","USA016","Grif 583","Sorghum"
"183851","USA016","Grif 7263","Sorghum"
"183854","USA016","PI 585336","Sorghum"
"183872","USA016","PI 586076","Sorghum"
"183873","USA016","PI 586082","Sorghum"
"183874","USA016","PI 586097","Sorghum"
"183884","USA016","PI 586444","Sorghum"
"183885","USA016","PI 586467","Sorghum"
"183886","USA016","PI 586486","Sorghum"
"183887","USA016","PI 586501","Sorghum"
"184032","USA016","PI 55123","Sorghum"
"184376","USA016","PI 170780","Sorghum"
"184407","USA016","PI 180008","Sorghum"
"184412","USA016","PI 181082","Sorghum"
"184413","USA016","PI 181083","Sorghum"
"184414","USA016","PI 181899","Sorghum"
"184433","USA016","PI 192878","Sorghum"
"184548","USA016","PI 229877","Sorghum"
"184559","USA016","PI 236287","Sorghum"
"184560","USA016","PI 236292","Sorghum"
"184561","USA016","PI 236293","Sorghum"
"184590","USA016","PI 246594","Sorghum"
"184592","USA016","PI 248272","Sorghum"
"184644","USA016","PI 267385","Sorghum"
"184646","USA016","PI 267507","Sorghum"
"184717","USA016","PI 287554","Sorghum"
"184729","USA016","PI 591409","Sorghum"
"184768","USA016","PI 305035","Sorghum"
"184786","USA016","PI 308278","Sorghum"
"184788","USA016","PI 308293","Sorghum"
"184793","USA016","PI 308485","Sorghum"
"184794","USA016","PI 308490","Sorghum"
"184832","USA016","PI 326527","Sorghum"
"184872","USA016","PI 339706","Sorghum"
"184959","USA016","PI 408819","Sorghum"
"185308","USA016","PI 485804","Sorghum"
"185309","USA016","PI 485845","Sorghum"
"185359","USA016","PI 499323","Sorghum"
"185360","USA016","PI 499333","Sorghum"
"185413","USA016","PI 510920","Sorghum"
"185414","USA016","PI 510936","Sorghum"
"185452","USA016","PI 513720","Sorghum"
"185577","USA016","PI 526723","Sorghum"
"185581","USA016","PI 526778","Sorghum"
"185594","USA016","PI 526982","Sorghum"
"185595","USA016","PI 526989","Sorghum"
"185599","USA016","PI 527093","Sorghum"
"185603","USA016","PI 527134","Sorghum"
"185607","USA016","PI 527238","Sorghum"
"185680","USA016","PI 532877","Sorghum"
"185685","USA016","PI 533871","Sorghum"
"185686","USA016","PI 533895","Sorghum"
"185687","USA016","PI 533920","Sorghum"
"185688","USA016","PI 533944","Sorghum"
"185689","USA016","PI 533990","Sorghum"
"185690","USA016","PI 534002","Sorghum"
"185694","USA016","PI 534054","Sorghum"
"185695","USA016","PI 534113","Sorghum"
"185696","USA016","PI 534140","Sorghum"
"185702","USA016","PI 535799","Sorghum"
"185704","USA016","PI 536515","Sorghum"
"185745","USA016","PI 542750","Sorghum"
"185759","USA016","PI 547932","Sorghum"
"185760","USA016","PI 547934","Sorghum"
"185761","USA016","PI 547994","Sorghum"
"185762","USA016","PI 548007","Sorghum"
"185763","USA016","PI 548037","Sorghum"
"185764","USA016","PI 548050","Sorghum"
"185772","USA016","PI 550643","Sorghum"
"185774","USA016","PI 550823","Sorghum"
"185775","USA016","PI 550850","Sorghum"
"185790","USA016","PI 555676","Sorghum"
"185811","USA016","PI 560447","Sorghum"
"185853","USA016","PI 563290","Sorghum"
"185854","USA016","PI 563341","Sorghum"
"185855","USA016","PI 563391","Sorghum"
"185857","USA016","PI 563480","Sorghum"
"185858","USA016","PI 563481","Sorghum"
"185860","USA016","PI 563568","Sorghum"
"185861","USA016","PI 563570","Sorghum"
"185864","USA016","PI 563698","Sorghum"
"185865","USA016","PI 563707","Sorghum"
"185866","USA016","PI 563789","Sorghum"
"185867","USA016","PI 563818","Sorghum"
"185869","USA016","PI 563832","Sorghum"
"185870","USA016","PI 563837","Sorghum"
"185875","USA016","PI 565131","Sorghum"
"185880","USA016","PI 567925","Sorghum"
"185881","USA016","PI 567941","Sorghum"
"186188","USA016","PI 599738","Sorghum"
"186191","USA016","PI 599813","Sorghum"
"186192","USA016","PI 599864","Sorghum"
"186193","USA016","PI 599881","Sorghum"
"186194","USA016","PI 599890","Sorghum"
"186195","USA016","PI 599893","Sorghum"
"186196","USA016","PI 599901","Sorghum"
"186197","USA016","PI 599918","Sorghum"
"186202","USA016","PI 601830","Sorghum"
"186203","USA016","PI 601887","Sorghum"
"186204","USA016","PI 601902","Sorghum"
"186211","USA016","PI 602674","Sorghum"
"186212","USA016","PI 602720","Sorghum"
"186213","USA016","PI 602751","Sorghum"
"186214","USA016","PI 602763","Sorghum"
"186215","USA016","PI 602768","Sorghum"
"186216","USA016","PI 602786","Sorghum"
"186217","USA016","PI 602799","Sorghum"
"186218","USA016","PI 602821","Sorghum"
"186219","USA016","PI 602838","Sorghum"
"199614","USA016","PI 643100","Sorghum"
"199619","USA016","Grif 608","Sorghum"
"199702","USA016","PI 585324","Sorghum"
"199705","USA016","PI 585373","Sorghum"
"199722","USA016","PI 586058","Sorghum"
"199734","USA016","PI 586456","Sorghum"
"199738","USA016","PI 586525","Sorghum"
"200217","USA016","PI 170791","Sorghum"
"200233","USA016","PI 175920","Sorghum"
"200237","USA016","PI 179052","Sorghum"
"200254","USA016","PI 181898","Sorghum"
"200392","USA016","PI 236283","Sorghum"
"200393","USA016","PI 236288","Sorghum"
"200415","USA016","PI 246691","Sorghum"
"200423","USA016","PI 248337","Sorghum"
"200437","USA016","PI 250583","Sorghum"
"200476","USA016","PI 267128","Sorghum"
"200481","USA016","PI 267524","Sorghum"
"200512","USA016","PI 274776","Sorghum"
"200563","USA016","PI 591371","Sorghum"
"200579","USA016","PI 291376","Sorghum"
"200590","USA016","PI 297181","Sorghum"
"200639","USA016","PI 308480","Sorghum"
"200675","USA016","PI 326298","Sorghum"
"200725","USA016","PI 338195","Sorghum"
"201111","USA016","PI 474732","Sorghum"
"201116","USA016","PI 475058","Sorghum"
"201117","USA016","PI 475073","Sorghum"
"201129","USA016","PI 475289","Sorghum"
"201131","USA016","PI 475352","Sorghum"
"201160","USA016","PI 482728","Sorghum"
"201175","USA016","PI 485973","Sorghum"
"201285","USA016","PI 510689","Sorghum"
"201287","USA016","PI 510900","Sorghum"
"201288","USA016","PI 510925","Sorghum"
"201289","USA016","PI 510934","Sorghum"
"201290","USA016","PI 510935","Sorghum"
"201291","USA016","PI 510946","Sorghum"
"201292","USA016","PI 511013","Sorghum"
"201303","USA016","PI 511800","Sorghum"
"201304","USA016","PI 511825","Sorghum"
"201305","USA016","PI 511835","Sorghum"
"201394","USA016","PI 521731","Sorghum"
"201450","USA016","PI 526639","Sorghum"
"201454","USA016","PI 526855","Sorghum"
"201461","USA016","PI 527026","Sorghum"
"201463","USA016","PI 527115","Sorghum"
"201531","USA016","PI 532880","Sorghum"
"201535","USA016","PI 533763","Sorghum"
"201536","USA016","PI 533791","Sorghum"
"201537","USA016","PI 533843","Sorghum"
"201538","USA016","PI 533876","Sorghum"
"201540","USA016","PI 533931","Sorghum"
"201542","USA016","PI 534051","Sorghum"
"201553","USA016","PI 535795","Sorghum"
"201571","USA016","PI 538368","Sorghum"
"201572","USA016","PI 538370","Sorghum"
"201590","USA016","PI 540514","Sorghum"
"201596","USA016","PI 542766","Sorghum"
"201615","USA016","PI 547940","Sorghum"
"201616","USA016","PI 547964","Sorghum"
"201618","USA016","PI 549179","Sorghum"
"201620","USA016","PI 550580","Sorghum"
"201622","USA016","PI 550648","Sorghum"
"201625","USA016","PI 550788","Sorghum"
"201627","USA016","PI 550866","Sorghum"
"201661","USA016","PI 560403","Sorghum"
"201664","USA016","PI 560464","Sorghum"
"201686","USA016","PI 563102","Sorghum"
"201687","USA016","PI 563141","Sorghum"
"201691","USA016","PI 563276","Sorghum"
"201694","USA016","PI 563487","Sorghum"
"201695","USA016","PI 563532","Sorghum"
"201696","USA016","PI 563579","Sorghum"
"201698","USA016","PI 563640","Sorghum"
"201699","USA016","PI 563641","Sorghum"
"201700","USA016","PI 563661","Sorghum"
"201701","USA016","PI 563730","Sorghum"
"201710","USA016","PI 565132","Sorghum"
"201712","USA016","PI 565159","Sorghum"
"201715","USA016","PI 567915","Sorghum"
"201716","USA016","PI 567930","Sorghum"
"201846","USA016","PI 586546","Sorghum"
"201970","USA016","PI 599713","Sorghum"
"201971","USA016","PI 599720","Sorghum"
"201989","USA016","PI 599923","Sorghum"
"201994","USA016","PI 601879","Sorghum"
"201995","USA016","PI 601925","Sorghum"
"201996","USA016","PI 601940","Sorghum"
"202002","USA016","PI 602774","Sorghum"
"202003","USA016","PI 602801","Sorghum"
"202004","USA016","PI 602804","Sorghum"
"202005","USA016","PI 602817","Sorghum"
"202006","USA016","PI 602827","Sorghum"
"215617","USA016","Grif 515","Sorghum"
"215696","USA016","Grif 7264","Sorghum"
"215704","USA016","PI 585321","Sorghum"
"216229","USA016","PI 166979","Sorghum"
"216236","USA016","PI 170802","Sorghum"
"216237","USA016","PI 170805","Sorghum"
"216249","USA016","PI 174378","Sorghum"
"216265","USA016","PI 177554","Sorghum"
"216271","USA016","PI 179749","Sorghum"
"216386","USA016","PI 221725","Sorghum"
"216434","USA016","PI 248269","Sorghum"
"216483","USA016","PI 266952","Sorghum"
"216484","USA016","PI 266954","Sorghum"
"216485","USA016","PI 266961","Sorghum"
"216489","USA016","PI 267503","Sorghum"
"216530","USA016","PI 274775","Sorghum"
"216566","USA016","PI 287593","Sorghum"
"216567","USA016","PI 287657","Sorghum"
"216588","USA016","PI 291377","Sorghum"
"216605","USA016","PI 302255","Sorghum"
"216629","USA016","PI 308255","Sorghum"
"216631","USA016","PI 308451","Sorghum"
"216690","USA016","PI 330255","Sorghum"
"216791","USA016","PI 391652","Sorghum"
"217127","USA016","PI 475418","Sorghum"
"217172","USA016","PI 495009","Sorghum"
"217203","USA016","PI 499317","Sorghum"
"217257","USA016","PI 510924","Sorghum"
"217260","USA016","PI 511004","Sorghum"
"217284","USA016","PI 513744","Sorghum"
"217339","USA016","PI 521708","Sorghum"
"217400","USA016","PI 526633","Sorghum"
"217405","USA016","PI 526748","Sorghum"
"217423","USA016","PI 527253","Sorghum"
"217494","USA016","PI 532232","Sorghum"
"217500","USA016","PI 533928","Sorghum"
"217501","USA016","PI 533933","Sorghum"
"217502","USA016","PI 533940","Sorghum"
"217503","USA016","PI 533950","Sorghum"
"217507","USA016","PI 534145","Sorghum"
"217510","USA016","PI 535773","Sorghum"
"217511","USA016","PI 535778","Sorghum"
"217570","USA016","PI 542725","Sorghum"
"217571","USA016","PI 542737","Sorghum"
"217593","USA016","PI 547925","Sorghum"
"217594","USA016","PI 547959","Sorghum"
"217599","USA016","PI 550609","Sorghum"
"217601","USA016","PI 550672","Sorghum"
"217602","USA016","PI 550674","Sorghum"
"217603","USA016","PI 550784","Sorghum"
"217605","USA016","PI 550862","Sorghum"
"217606","USA016","PI 550863","Sorghum"
"217612","USA016","PI 555675","Sorghum"
"217668","USA016","PI 563421","Sorghum"
"217669","USA016","PI 563451","Sorghum"
"217672","USA016","PI 563531","Sorghum"
"217673","USA016","PI 563569","Sorghum"
"217674","USA016","PI 563574","Sorghum"
"217675","USA016","PI 563575","Sorghum"
"217679","USA016","PI 563696","Sorghum"
"217680","USA016","PI 563708","Sorghum"
"217681","USA016","PI 563731","Sorghum"
"217682","USA016","PI 563760","Sorghum"
"217683","USA016","PI 563794","Sorghum"
"217684","USA016","PI 563810","Sorghum"
"217685","USA016","PI 563812","Sorghum"
"217689","USA016","PI 565169","Sorghum"
"217692","USA016","PI 567980","Sorghum"
"217693","USA016","PI 567985","Sorghum"
"217694","USA016","PI 567999","Sorghum"
"217695","USA016","PI 568039","Sorghum"
"217699","USA016","PI 568420","Sorghum"
"217979","USA016","PI 599827","Sorghum"
"217980","USA016","PI 599830","Sorghum"
"217981","USA016","PI 599919","Sorghum"
"217987","USA016","PI 601832","Sorghum"
"217988","USA016","PI 601864","Sorghum"
"217990","USA016","PI 601880","Sorghum"
"217991","USA016","PI 601906","Sorghum"
"217996","USA016","PI 602667","Sorghum"
"217997","USA016","PI 602668","Sorghum"
"217999","USA016","PI 602694","Sorghum"
"218000","USA016","PI 602728","Sorghum"
"218001","USA016","PI 602781","Sorghum"
"218002","USA016","PI 602828","Sorghum"
"218003","USA016","PI 602829","Sorghum"
"231534","USA016","Grif 539","Sorghum"
"231535","USA016","PI 643106","Sorghum"
"231623","USA016","PI 585377","Sorghum"
"231644","USA016","PI 586197","Sorghum"
"231654","USA016","PI 586530","Sorghum"
"231824","USA016","PI 55128","Sorghum"
"231981","USA016","PI 88007","Sorghum"
"231986","USA016","PI 90271","Sorghum"
"232005","USA016","PI 92272","Sorghum"
"232153","USA016","PI 167047","Sorghum"
"232161","USA016","PI 170785","Sorghum"
"232267","USA016","PI 196891","Sorghum"
"232314","USA016","PI 217800","Sorghum"
"232335","USA016","PI 223719","Sorghum"
"232373","USA016","PI 246593","Sorghum"
"232389","USA016","PI 250402","Sorghum"
"232399","USA016","PI 253643","Sorghum"
"232420","USA016","PI 266957","Sorghum"
"232421","USA016","PI 267111","Sorghum"
"232422","USA016","PI 267119","Sorghum"
"232492","USA016","PI 285000","Sorghum"
"232500","USA016","PI 287566","Sorghum"
"232536","USA016","PI 302125","Sorghum"
"232561","USA016","PI 308220","Sorghum"
"232564","USA016","PI 308499","Sorghum"
"232748","USA016","PI 430463","Sorghum"
"233035","USA016","PI 475051","Sorghum"
"233036","USA016","PI 475063","Sorghum"
"233037","USA016","PI 475097","Sorghum"
"233043","USA016","PI 475358","Sorghum"
"233060","USA016","PI 482613","Sorghum"
"233185","USA016","PI 510927","Sorghum"
