"genesysId","instCode","acceNumb","genus"
"471445","USA016","PI 526820","Sorghum"
"471530","USA016","PI 533757","Sorghum"
"471533","USA016","PI 533800","Sorghum"
"471538","USA016","PI 533886","Sorghum"
"471540","USA016","PI 533942","Sorghum"
"471541","USA016","PI 533946","Sorghum"
"471542","USA016","PI 533986","Sorghum"
"471543","USA016","PI 534047","Sorghum"
"471544","USA016","PI 534105","Sorghum"
"471546","USA016","PI 534147","Sorghum"
"471554","USA016","PI 535800","Sorghum"
"471626","USA016","PI 547946","Sorghum"
"471627","USA016","PI 547968","Sorghum"
"471636","USA016","PI 550605","Sorghum"
"471639","USA016","PI 550654","Sorghum"
"471640","USA016","PI 550681","Sorghum"
"471642","USA016","PI 550757","Sorghum"
"471643","USA016","PI 550800","Sorghum"
"471644","USA016","PI 550867","Sorghum"
"471664","USA016","PI 560423","Sorghum"
"471665","USA016","PI 560426","Sorghum"
"471685","USA016","PI 562711","Sorghum"
"471686","USA016","PI 562755","Sorghum"
"471699","USA016","PI 563143","Sorghum"
"471708","USA016","PI 563372","Sorghum"
"471710","USA016","PI 563409","Sorghum"
"471713","USA016","PI 563447","Sorghum"
"471714","USA016","PI 563460","Sorghum"
"471716","USA016","PI 563551","Sorghum"
"471718","USA016","PI 563676","Sorghum"
"471720","USA016","PI 563737","Sorghum"
"471721","USA016","PI 563769","Sorghum"
"471730","USA016","PI 567809","Sorghum"
"471732","USA016","PI 567929","Sorghum"
"472009","USA016","PI 599722","Sorghum"
"472026","USA016","PI 599746","Sorghum"
"472027","USA016","PI 599879","Sorghum"
"472028","USA016","PI 599889","Sorghum"
"472029","USA016","PI 599894","Sorghum"
"472030","USA016","PI 599904","Sorghum"
"472031","USA016","PI 599948","Sorghum"
"472037","USA016","PI 601877","Sorghum"
"472038","USA016","PI 601898","Sorghum"
"472045","USA016","PI 602675","Sorghum"
"472046","USA016","PI 602766","Sorghum"
"472047","USA016","PI 602783","Sorghum"
"485729","USA016","PI 643104","Sorghum"
"485821","USA016","Grif 7259","Sorghum"
"485850","USA016","PI 586096","Sorghum"
"485862","USA016","PI 586431","Sorghum"
"486414","USA016","PI 179503","Sorghum"
"486625","USA016","PI 262566","Sorghum"
"486634","USA016","PI 267496","Sorghum"
"486668","USA016","PI 276797","Sorghum"
"486726","USA016","PI 295123","Sorghum"
"486731","USA016","PI 297210","Sorghum"
"486743","USA016","PI 305022","Sorghum"
"486764","USA016","PI 308236","Sorghum"
"486766","USA016","PI 308270","Sorghum"
"486772","USA016","PI 308419","Sorghum"
"486774","USA016","PI 308495","Sorghum"
"487286","USA016","PI 475052","Sorghum"
"487291","USA016","PI 475269","Sorghum"
"487292","USA016","PI 475312","Sorghum"
"487295","USA016","PI 475351","Sorghum"
"487300","USA016","PI 475428","Sorghum"
"487333","USA016","PI 485788","Sorghum"
"487384","USA016","PI 499302","Sorghum"
"487387","USA016","PI 499989","Sorghum"
"487412","USA016","PI 501594","Sorghum"
"487492","USA016","PI 513727","Sorghum"
"487562","USA016","PI 524574","Sorghum"
"487613","USA016","PI 526597","Sorghum"
"487615","USA016","PI 526646","Sorghum"
"487622","USA016","PI 526849","Sorghum"
"487628","USA016","PI 526984","Sorghum"
"487637","USA016","PI 527156","Sorghum"
"487721","USA016","PI 533745","Sorghum"
"487723","USA016","PI 533792","Sorghum"
"487724","USA016","PI 533802","Sorghum"
"487725","USA016","PI 533832","Sorghum"
"487727","USA016","PI 533885","Sorghum"
"487729","USA016","PI 533962","Sorghum"
"487732","USA016","PI 534038","Sorghum"
"487733","USA016","PI 534050","Sorghum"
"487734","USA016","PI 534055","Sorghum"
"487735","USA016","PI 534104","Sorghum"
"487738","USA016","PI 535802","Sorghum"
"487787","USA016","PI 540804","Sorghum"
"487818","USA016","PI 547929","Sorghum"
"487821","USA016","PI 548058","Sorghum"
"487823","USA016","PI 550601","Sorghum"
"487824","USA016","PI 550610","Sorghum"
"487825","USA016","PI 550611","Sorghum"
"487827","USA016","PI 550639","Sorghum"
"487828","USA016","PI 550641","Sorghum"
"487829","USA016","PI 550670","Sorghum"
"487831","USA016","PI 550767","Sorghum"
"487850","USA016","PI 555671","Sorghum"
"487867","USA016","PI 560462","Sorghum"
"487885","USA016","PI 562764","Sorghum"
"487896","USA016","PI 563019","Sorghum"
"487897","USA016","PI 563038","Sorghum"
"487901","USA016","PI 563089","Sorghum"
"487902","USA016","PI 563091","Sorghum"
"487904","USA016","PI 563135","Sorghum"
"487913","USA016","PI 563416","Sorghum"
"487914","USA016","PI 563417","Sorghum"
"487916","USA016","PI 563445","Sorghum"
"487917","USA016","PI 563452","Sorghum"
"487919","USA016","PI 563589","Sorghum"
"487923","USA016","PI 563809","Sorghum"
"487924","USA016","PI 563846","Sorghum"
"487933","USA016","PI 565120","Sorghum"
"487934","USA016","PI 565121","Sorghum"
"487935","USA016","PI 565143","Sorghum"
"487938","USA016","PI 567910","Sorghum"
"487939","USA016","PI 567940","Sorghum"
"487941","USA016","PI 568013","Sorghum"
"488084","USA016","PI 586535","Sorghum"
"488190","USA016","PI 599695","Sorghum"
"488206","USA016","PI 599835","Sorghum"
"488207","USA016","PI 599838","Sorghum"
"488208","USA016","PI 599849","Sorghum"
"488210","USA016","PI 599928","Sorghum"
"488211","USA016","PI 599931","Sorghum"
"488212","USA016","PI 599949","Sorghum"
"488222","USA016","PI 601854","Sorghum"
"488223","USA016","PI 601868","Sorghum"
"488224","USA016","PI 601895","Sorghum"
"488225","USA016","PI 601907","Sorghum"
"488226","USA016","PI 601913","Sorghum"
"488227","USA016","PI 601931","Sorghum"
"488236","USA016","PI 602836","Sorghum"
"501697","USA016","Grif 620","Sorghum"
"501785","USA016","Grif 7261","Sorghum"
"501812","USA016","PI 586077","Sorghum"
"501826","USA016","PI 586454","Sorghum"
"501827","USA016","PI 586509","Sorghum"
"502033","USA016","PI 61453","Sorghum"
"502357","USA016","PI 173118","Sorghum"
"502372","USA016","PI 177548","Sorghum"
"502400","USA016","PI 192979","Sorghum"
"502437","USA016","PI 196591","Sorghum"
"502445","USA016","PI 198885","Sorghum"
"502487","USA016","PI 229830","Sorghum"
"502493","USA016","PI 236277","Sorghum"
"502495","USA016","PI 236297","Sorghum"
"502581","USA016","PI 266951","Sorghum"
"502582","USA016","PI 267124","Sorghum"
"502585","USA016","PI 267383","Sorghum"
"502586","USA016","PI 267468","Sorghum"
"502605","USA016","PI 271618","Sorghum"
"502659","USA016","PI 284996","Sorghum"
"502663","USA016","PI 287555","Sorghum"
"502681","USA016","PI 291381","Sorghum"
"502689","USA016","PI 295121","Sorghum"
"502876","USA016","PI 391651","Sorghum"
"502891","USA016","PI 408814","Sorghum"
"502892","USA016","PI 408820","Sorghum"
"503250","USA016","PI 475059","Sorghum"
"503251","USA016","PI 475074","Sorghum"
"503258","USA016","PI 475293","Sorghum"
"503261","USA016","PI 475334","Sorghum"
"503294","USA016","PI 485781","Sorghum"
"503295","USA016","PI 485808","Sorghum"
"503321","USA016","PI 495981","Sorghum"
"503381","USA016","PI 508116","Sorghum"
"503390","USA016","PI 510923","Sorghum"
"503392","USA016","PI 510977","Sorghum"
"503394","USA016","PI 511018","Sorghum"
"503399","USA016","PI 511208","Sorghum"
"503403","USA016","PI 511832","Sorghum"
"503540","USA016","PI 527079","Sorghum"
"503634","USA016","PI 533759","Sorghum"
"503636","USA016","PI 533847","Sorghum"
"503638","USA016","PI 533903","Sorghum"
"503639","USA016","PI 533918","Sorghum"
"503640","USA016","PI 533956","Sorghum"
"503642","USA016","PI 534020","Sorghum"
"503688","USA016","PI 540510","Sorghum"
"503699","USA016","PI 542746","Sorghum"
"503700","USA016","PI 542747","Sorghum"
"503718","USA016","PI 547915","Sorghum"
"503719","USA016","PI 547918","Sorghum"
"503720","USA016","PI 547951","Sorghum"
"503721","USA016","PI 547975","Sorghum"
"503722","USA016","PI 547989","Sorghum"
"503729","USA016","PI 550807","Sorghum"
"503730","USA016","PI 550825","Sorghum"
"503770","USA016","PI 563127","Sorghum"
"503776","USA016","PI 563354","Sorghum"
"503778","USA016","PI 563400","Sorghum"
"503781","USA016","PI 563454","Sorghum"
"503782","USA016","PI 563526","Sorghum"
"503783","USA016","PI 563547","Sorghum"
"503785","USA016","PI 563688","Sorghum"
"503786","USA016","PI 563690","Sorghum"
"503789","USA016","PI 563758","Sorghum"
"503799","USA016","PI 567799","Sorghum"
"503802","USA016","PI 568043","Sorghum"
"503803","USA016","PI 568049","Sorghum"
"503902","USA016","PI 573230","Sorghum"
"503945","USA016","PI 591038","Sorghum"
"504060","USA016","PI 599718","Sorghum"
"504068","USA016","PI 599741","Sorghum"
"504070","USA016","PI 599833","Sorghum"
"504071","USA016","PI 599880","Sorghum"
"504072","USA016","PI 599947","Sorghum"
"504073","USA016","PI 599968","Sorghum"
"504081","USA016","PI 601858","Sorghum"
"504082","USA016","PI 601861","Sorghum"
"504083","USA016","PI 601875","Sorghum"
"504084","USA016","PI 601888","Sorghum"
"504085","USA016","PI 601939","Sorghum"
"504092","USA016","PI 602670","Sorghum"
"504093","USA016","PI 602683","Sorghum"
"504094","USA016","PI 602722","Sorghum"
"504095","USA016","PI 602729","Sorghum"
"504096","USA016","PI 602731","Sorghum"
"504097","USA016","PI 602755","Sorghum"
"504098","USA016","PI 602787","Sorghum"
